@relation tinkaEmo
@attribute text string
@attribute class {neutral,worry,angry,happy}

@Data
'hallo tinka! ich hätte ein frage!ich werde am 1.april selbständigund wollte fragen ob ich meine nummern trennen kann?das heißt 2 rechnungen',neutral
'tarif-my-mobile-turbo auf my rechnung gibt es eine sms-empfangsbestätigung von 21sms um eur 613 kann ich bestät abmelden um 613 zu sparen',neutral
'hallo. ich bräuchte bitte eine rechnungskopie der rechnung für april {potentielle_id}',neutral
'is volume recharge packages are expired?',neutral
'ich will auf rechnung um stellen',neutral
'kostet my momenet unlimited nach 24 monate mehr als {potentielle_id}?',worry
't-mobile rechnung {dict-entry} vom deutsche telekom ag',neutral
'hallo wieviel kostet eine mitnute telefonat nach deutschland wenn meine freiminuten nach deutschland aufgebraucht sind im my mobile turbo?',neutral
'was kosten ein apple iphone 6s mit einlösen von 260 flamingo punkten?',neutral
'wie bekomme ich diesen rabatt?',neutral
'es geht um die sicherheit der onlinrechnungen möcht die rechn wieder per post',neutral
'können sie mir bitte sagen wo ich die offene rechnung finden kann?',neutral
'ich kann meine rechnungen nicht mehr ansehen!',neutral
'ich bekomme immer 2 rechnungen:',angry
'ich möchte meine neue adresse bekanntgeben - ziehe im juni um.',neutral
'bei mir wurden 2 auslands-sms verrechnet obwohl ich dort nie etwas hingeschickt habe. die nummer lautet +{potentielle_id}',worry
'ich möchte wissen wie dieser betrag entstanden ist',neutral
'wie kann ich meine papierrechnung abbestellen?',neutral
'hallo ich glaub mir wurde zuviel verrechnet',neutral
'hallo was bedeutet die linke zahl bei der freieinheitenanzeige? die bereits verbrauchten einheiten oder die noch vorhandenen?',neutral
'hallo habe den offenen betrag eingezahlt 150€',neutral
'ich bräuchte bitte die rechnung von kauf meines samsung galaxy a5 zugeschickt an die addresse {dict-entry} 1200 wien wegen der reparat',neutral
'ich habe fragen zu abbuchungen von {potentielle_id}',neutral
'in meiner onlinerechnung finde ich keine flamingos',neutral
'es wurde mir versprochen dass die tarifwechselgebühr (ich bin auf einen günstigeren tarif umgestiegen) entfällt',worry
'hallo! entfällt bei vertragsverlängerung die aktivierungsgebühr?',neutral
'hallo habe gestern für das freischalten meines alten iphones 50€ überwiesen  was soll ich jetzt machen?',worry
'ich hätte gerne gewußt warum ich {potentielle_id} bezahlen muss. mfg larott {potentielle_id}',neutral
'ich möchte meine rechnungen ausdrucken.',neutral
'hallo ich wollte nachsehen wofür die teilzahlung von 15 € ist finde es aber nicht.',neutral
'kombibonus auf ausgewählte verträge welche sind das?',neutral
'wo finde ich heraus was auslandstelefonie in meinem aktuellen vertrag kostet?',neutral
'schicken sie mir die rechnungen f. 2015 zu?',neutral
'wie gesagt brauche den iban',neutral
'ich habe unlängst 10€ aufgeladenlt.ihrem mail zahle ich 15ct in der eu wieso ist mein guthaben nach 14 min verbraucht?',angry
'hallo ich wollte über die offene handyrechnung was fragen können sie mir da helfen',neutral
'wo finde ich hinweise zu meinem verbrauchten datenvolumen?',neutral
'33 euro ist das gerät preis?',neutral
'kann ich per raten bezahlen',neutral
'guten morgen. ich erhielt soeben die neue rechnung. auf dieser wurde aber noch meine scheinbar nicht bezahlte vormonatsrechnung angeführt.',neutral
'e-mail für rechnungs einsprüche',neutral
'ich habe soeben eines sms bekommen in der ein wirrwarr von zeichen u zahlen steht mit dem hinweis ich müßte schon 30 euro für daten zahlen.',worry
'manuell überweisen guthaben aufladen',neutral
'und wie geht es jetzt weiter ich möchte mein geld wieder zurück',angry
'wann wird bei mir monatlich abgerechnet',neutral
'my tmobile extreme i kostet momentan {potentielle_id} warum zahle ich {potentielle_id}',neutral
'fallen jetzt zusätzliche kosten an? oder nur wenn wir volume dazukaufen?',neutral
'ich möchte meine rechnung einsehen',neutral
'einzelgesprächsnachweise von monat mai',neutral
'wo kann ich anrufen wegen rechnung',neutral
'hallo! eine frage: was muss ich machen wenn ich möchte wissen wie viel kredit habe ich',neutral
'ich habe dieses monat 2 verschiedene rechnungen bekommen',worry
'rechnung tarif zu hoch',worry
'ich kann auch auf meine rechnungen nicht zugreifen dort steht wenden sie sich bitte an den support',angry
'hallo! bei meiner letzten rechnung sind 50 euro mit dem vermerk abo/download verbucht. wie kann ich erfahren worum es sich dabei handelt?',neutral
'guten tag gibt es eine möglichkeit die rechnungen welche ich vor einem jahr erhalten habe anzusehen?',neutral
'hallo! warum muss ich eine tarifwechselgebühr zahlen?',neutral
'hallo. 050 gb für 3euro das ist zuviel',angry
'was sind tarifkosten ab den 25. monat',neutral
'wird der mit paybox bezahlter betrag in der telefonrechnung verrechnet',neutral
'bezahlen an bankomat kassa',neutral
'alte rechnung {potentielle_id}',neutral
'ich müsste eine einzahlung ffaxen das meine tel.freigeschaltet wieder wird bitte um fax. nummer',neutral
'möchte gerne wissen die rechnung',neutral
'kann ich online mein guthaben aufladen',neutral
'how can i check my phone balance?',neutral
'mein vertrag läuft im juni ab und ich möchte geld sparen',neutral
'hallowenn ich mehr als 1.00gb /monat verbrauche wie wird das verrechnet',neutral
'ich habe noch nicht bekommen mein guthaben auf mein konto von rechnung',neutral
'hallo wie kann ich sehen in letzte monat alle anrufe und sms von ein wertkarte?',neutral
'ich kann die märz rechnung nicht ausdrucken alle anderen schon kommt nur eine info zum roaming',neutral
'offener rechnungsbetrag für {dict-entry}',neutral
'wo ist meine t-mobil rechnung? der betrag wurde schon abgebucht!',worry
'wie kann ich meine offene rechnung sehen ?',neutral
'hallo ich bin {dict-entry} {dict-entry} habe mich überascht wegen laufendekosten über {potentielle_id}',worry
'guten tag.ich habe fragen zu meine rechnungen',neutral
'hallo habe gerade gesehen dass sehr hohe rechnungen von mein konto abgebucht wurden',worry
'ich habe ine rechnung bekommen',worry
'ich hatte frage um mein hohe telefon rechnung',neutral
'ich benötige für die arbeitnehmerveranlagung alle rechnungen von {potentielle_id} habe sie aber nicht gespeichert wie komme ich an diese rechnungen?',neutral
'warum kann ich meine gesprächsgutschrift nicht einlösen',neutral
'hallo tinka.wan werd meine hendyrechnung abgebucht.',neutral
'wie lange ist meine megaklax karte gültig wenn ich monatlich nicht zahle?',neutral
'hallo ich habe 2 mal die selbe rechnung überwiesen... können sie mir bitte die eine rechnung zurücküberweisen?',neutral
'nein bräuchte rechnung von vor zwei jahren',neutral
'da kommt der hinweis erst bezahlen möchte ich ja',angry
'hallo! wo finde ich das verbrauchte datenvolumen der vergangenen abrechnungen?',neutral
'ich möchte meine karte mit 15 euro aufladen',neutral
'warum werden mir 88 cent für inland sms verrechnet',neutral
'hallo ! was entsprechen 114 flamingopunkte in euro und wie können diese für dein neues handy eingelöst werden ?',neutral
'änderung bankverbindung neuer name des kontoinhabers',neutral
'warum muss ich dieses monat 54€ zahlen?',worry
'ich brauche nicht die letzten sechs rechnungen - ich will info über die jetzigen zwei!',angry
'wo kann ich meine mobilfunkrechnung abrufen?',neutral
'wo kann ich eine sammelrechnung für das finanzamt downloaden? vielen dank!',neutral
'wieso muss ich für inland mobil netz so viel bezahlen mein tarif lautet auf {potentielle_id} minuten und {potentielle_id} sms frei',worry
'hallo wir mussten gratisprobe 1 monat haben und erst ab {potentielle_id}. zahlen. in der rechnung wird auch der gratismonat in rechnung gestellt.',neutral
'werden die gesamtkosten mit der rechnung abgebucht oder sind diese gleich zu bezahlen',neutral
'ich möchte meine t.mobile oneline rechnung abfragenhabe das passwort vergessen',neutral
'wo kann ich die rechnung vom februar 2016 sehen',neutral
'meine hardwarefinanzierung ist abgelaufen muss sich meine rechnung um diesen betrag verringern',neutral
'was ist das basiszusatzpaket wiso muss ich das jährlich bezahlen',neutral
'ich hab offene rechnung wie kann ich das einzahlen ?',neutral
'ich will my nettogo2 bestellen das funktioniert nicht',neutral
'wenn ich einen neuen vertrag abschließe was kostet mir das?',neutral
'rechnung april {potentielle_id}',neutral
'wieso ist meine telefon rechnung so hoch?',neutral
'hab ich noch was offen?',worry
'kann ich meine rechnung jetzt schon irgendwo sehen ? (wie viel ich fürs letze monat zahlen muss)',neutral
'ich habe falsch rechnung',neutral
'nur 58 minuten später wird ein 2 stündiges gespräch verrechnet',worry
'wo ist mein teilzahlungplan',neutral
'wir meine rechnug genauer schauen von 11februar',neutral
'wo sind meine flamingos hingekommen?',neutral
'wo genau auf der oninerechung. die rechnung habe ich am schirm aber keine flamingos.',neutral
'hallo ich habe ein gutschrift von t mobile ich brauche email adresse wie lautet die email adresse',neutral
'hallo! ich würde gerne wissen warum mein trarif nicht von meinem guthaben abgebucht wird',neutral
'warum habe ich eine so hohe telefonrechnung ich habe doch nichts aktiviert',angry
'guten tag ich habe ein problem ich habe ofene betrag.weil ich war in der slovakei bei muter ist swere krank.und nich schafen bezal.ich will',worry
'ich möchte meine offene forderung wissen',neutral
'müsste einen bezahlten beleg schicken von der august rechnung',neutral
'hallo tinka ich möchte einen billigeren tarif meine rechnungen sind zu hoch.',worry
'bei onlinerechnung steht nur aktuelle verbindungen oder meine käufe',worry
'bis wann sind sie erreichbar das ich meine freiminuten von einen t mobile betreuer entsperen lassen kann',neutral
'"und zwar. muss ich für ""verbindungen und dienste"" ~18 € zahlen... was kann das sein?"',neutral
'die monatliche rechnung bis 10/{potentielle_id} beinhaltet ja auch die zahlung des telefons',neutral
'wofür muss ich eine hardwarefinanzierung bezahlen?',neutral
'hallo ich habe eine rechnungsfrage',neutral
'wo kann ich mir ratenzahlung ausmachen',neutral
'flamingo punkte wo bei der onlin rechnung',neutral
'wie oft zahlt man ein basispaket',neutral
'hallo warum habe ich bei meiner ersten rechnung 55€ gezahlt obwohl ich nur 20€ zahlen muss',worry
'hallo ja meine internet rechnung',neutral
'ich habe die rechnung fällig am {potentielle_id} am {potentielle_id}. mit den betrag von {potentielle_id} mahnspesen bereits eingezahlt.',neutral
'ist für klax-wertkarten auch ein unverkürzter einzelgesprächsnachweis möglich?',neutral
'mein handy wurde gesperrt. können sie mir sagen wieviel ich noch offen habe',neutral
'hallomein zugang zur rechnung ist schon verboten?',neutral
'kann der kombibonus zusätzlich zum memberbonus angerechnet werden?',neutral
'wie viel ist bei meiner rechnung offen',neutral
'wieso zahle ich so viel',neutral
'kann ich die hauptfälligkeit in meinem vertrag ändern?',neutral
'mir wurden vom 1.01.2016-31.01.2016 {potentielle_id} euro verrechnet warum? lg {name}',worry
'ein zu spät gezahlter betrag wurde nachträglich eingezahlt.scheint aber weiter in den fortlaufenden rechnungen auf',neutral
'ich habe eine offene rechnung über ca. 272€ - ich habe nicht gewusst das das nicht über bankeinzug geht & jetzt wurde mein handy gesperrt',worry
'ich möchte meine bankkontodaten für mein mobiles internet ändern.',neutral
'ich kann nicht schaden mein rechnung',neutral
'wie kann ich meine konto wecksel',neutral
'wieso hab ich so eine horente rechnung',worry
'hallo. ich habe gerade gesehen dass auf meinen rechnungen die ich per mail bekomme (pdf-datei) noch meine alte adresse steht',neutral
'wo finde ich die anzahl der gesammelten flamingos?',neutral
'hallo! online gibt es 20% auf grundgebühr . gibt es im t-center wenn ich jetzt anmelden geh auch diese aktion?',neutral
'was sind die flamingos. ich habe aber 138',neutral
'wie kann ich die zahlungsart ändern?',neutral
'hallo ich habe eine frage. mein telefon ist zurzeit gesperrt da ich es versäumt habe die rechnung einzuzahlen.',neutral
'"wo muß ich bei ""vertrag und tarif"" hinklicken um meinen tarif zu sehen??!!"',neutral
'please advise why you have debited me € 40.- instead of € {potentielle_id} as usual. thanks in advance',neutral
'ich habe einige buchungen auf meiner rechnung die ich nicht veranlasst habe - was kann ich da machen?',neutral
'hallo {name} ich bitte sie mir mitzuteilen wo ich vergangene rechnungen finden kann!!',neutral
'ich habe eine sonderzahlung gemacht',neutral
'hallo danke für den link allerdingsknn ich über mein smartphone meine rechnung nicht übersichtlich anschauen',neutral
'warum bezahl ich 30 euro mehr als mein vertrag eigentlich ist',worry
'wie kann es sein das 1 jahr gewartet wird bei der t eilzahlun',angry
'ich bekomme jedes monat 10€ draufam 01.des monats und es ist nichts drauf.',neutral
'basispaket bezahlt berechnet bis 12.05.2017 obwohl vertragsende anfgang august!',angry
'und was ist mit der 20 € onlinebestellungs gutschrift ??',angry
'ich bin salen t mobile bill barun nicht mehr arbeiten phone.',angry
'ich möchte meine rechnung vom 12.1.016 bis 4.2.2016 sehen',worry
'warum wurde bei der erste internetrechnung 50 euro abgebucht?',neutral
'änderung von nachnahme auf rechnung',neutral
'ich habe die rechnung vor mir liegen. wieso befindet sich plötzlich ein paket namens my home net unlimited light darin?  ich habe das nicht',neutral
'hallo  tinka ! sind die 20 € die im august und november abgebucht werden  schon abgebucht  oder erst bei der nächsten rechnung ? {dict-entry}',neutral
'bei der rufnummer {dict-entry} wird ein rechnungsbetrag weitergeführtder aber bereits im april bezahlt wurde. ist diese einzahlungweil sie',neutral
'wenn ich mir online internet bestelle und im geschäft abhole muss ich die aktivierungsgebühr zahlen',neutral
'wie kann ich meine letzte rechnung einsehen?!',neutral
'einheiten verbraucht habe?',neutral
'hallo welche unterlagen brauche ich um einen vertag bei ihnen abzuschließen?',neutral
'ich hätte eine frage zu den kombinationsrabatten',neutral
'frage zur rechnung {dict-entry}  was ist das für 833€ downlaoads und abos',neutral
'53€ sind abgebucht',neutral
'warum ist meine rechnungabfrage andauernd gesperrt?',worry
'digitale güter abgemeldet ab wann ist es nicht mehr auf der handyrechnung?',neutral
'wie kann ich den kontoinhaber ändern',neutral
'ich sehe hier einen betrag von euro {potentielle_id} für gebühren. woher kommt dieser betrag?',neutral
'hallo mein name ist {dict-entry} kundennummer {dict-entry} ich habe seit einiger zeit hohe kosten für downloads u. apos auf meiner rechnung.',worry
'wie finde ich meine erste t-mobile rechnung',neutral
'wo finde ich gutschrift',neutral
'was bedeutet teilstorno an der rechnung?',neutral
'hallo ich würde gerne die rechnungsadresse meines vertrags auf eine firmenadresse bearbeiten',neutral
'hallo ich wollte nur kurz wissen bei mir noch rechnungen offen sind?',neutral
'ich brauche ale rechnungen von {potentielle_id}',neutral
'hallo möchte meinen rechnungsbetrag per erlagschein bezahlen wie lautet iban und bic',neutral
